payment_id,order_id,payment_method,payment_status,transaction_amount
P017976,O017976,UPI,Failed,854.3300000000002
P017977,O017977,Cash,Successful,673.25
P017978,O017978,Debit Card,Successful,651.24
P017979,O017979,UPI,Successful,1401.29
P017980,O017980,UPI,Successful,1816.6599999999999
P017981,O017981,Debit Card,Successful,575.61
P017982,O017982,Credit Card,Successful,870.35
P017983,O017983,Credit Card,Successful,1114.3600000000001
P017984,O017984,Credit Card,Successful,1665.58
P017985,O017985,UPI,Successful,255.33999999999997
P017986,O017986,UPI,Successful,1028.54
P017987,O017987,Credit Card,Successful,1431.8
P017988,O017988,UPI,Successful,1348.93
P017989,O017989,Credit Card,Successful,884.7800000000001
P017990,O017990,UPI,Successful,1109.11
P017991,O017991,UPI,Successful,992.23
P017992,O017992,Debit Card,Successful,1686.45
P017993,O017993,Cash,Successful,1535.51
P017994,O017994,Cash,Successful,667.45
P017995,O017995,Credit Card,Successful,121.24000000000001
P017996,O017996,Debit Card,Successful,560.1600000000001
P017997,O017997,Credit Card,Successful,362.01
P017998,O017998,Wallet,Successful,255.70999999999998
P017999,O017999,Credit Card,Successful,1438.44
P018000,O018000,Debit Card,Failed,1373.25
P018001,O018001,Cash,Successful,121.42000000000002
P018002,O018002,Wallet,Successful,1590.75
P018003,O018003,Wallet,Successful,1788.13
P018004,O018004,Debit Card,Successful,1546.25
P018005,O018005,UPI,Successful,1310.82
P018006,O018006,UPI,Successful,215.55
P018007,O018007,Debit Card,Successful,1088.25
P018008,O018008,Debit Card,Successful,215.32
P018009,O018009,Credit Card,Successful,1345.2
P018010,O018010,UPI,Failed,421.1
P018011,O018011,Wallet,Successful,1423.4299999999998
P018012,O018012,Debit Card,Failed,1858.1100000000001
P018013,O018013,Cash,Refunded,1024.3
P018014,O018014,Debit Card,Successful,1515.49
P018015,O018015,Cash,Successful,1625.81
P018016,O018016,Wallet,Successful,745.48
P018017,O018017,Wallet,Successful,1133.32
P018018,O018018,Cash,Successful,323.85
P018019,O018019,Debit Card,Successful,1457.5100000000002
P018020,O018020,UPI,Successful,1780.2199999999998
P018021,O018021,UPI,Successful,745.85
P018022,O018022,Debit Card,Successful,1071.8999999999999
P018023,O018023,UPI,Failed,926.34
P018024,O018024,Debit Card,Successful,80.36
P018025,O018025,Debit Card,Successful,453.51
P018026,O018026,Wallet,Successful,249.3
P018027,O018027,Cash,Failed,712.93
P018028,O018028,UPI,Successful,387.73
P018029,O018029,UPI,Successful,1160.6899999999998
P018030,O018030,Cash,Successful,751.7199999999999
P018031,O018031,Cash,Successful,1531.5
P018032,O018032,UPI,Successful,1070.98
P018033,O018033,Cash,Successful,1045.11
P018034,O018034,Cash,Successful,1339.53
P018035,O018035,Debit Card,Successful,1308.71
P018036,O018036,Cash,Successful,182.44
P018037,O018037,Cash,Successful,1187.49
P018038,O018038,UPI,Successful,621.01
P018039,O018039,UPI,Successful,1196.6
P018040,O018040,Cash,Successful,1644.68
P018041,O018041,UPI,Successful,92.5
P018042,O018042,Cash,Failed,117.19
P018043,O018043,Debit Card,Successful,204.84
P018044,O018044,UPI,Successful,1751.55
P018045,O018045,Debit Card,Failed,735.35
P018046,O018046,Credit Card,Successful,646.13
P018047,O018047,Credit Card,Successful,674.47
P018048,O018048,Debit Card,Failed,516.99
P018049,O018049,Cash,Successful,160.07
P018050,O018050,UPI,Successful,1410.3300000000002
P018051,O018051,Debit Card,Failed,451.84000000000003
P018052,O018052,UPI,Successful,1541.6399999999999
P018053,O018053,Debit Card,Failed,1889.03
P018054,O018054,Credit Card,Successful,1012.0900000000001
P018055,O018055,Credit Card,Successful,690.7
P018056,O018056,Credit Card,Successful,1348.41
P018057,O018057,Wallet,Failed,126.54999999999998
P018058,O018058,Cash,Successful,1823.28
P018059,O018059,UPI,Successful,630.1099999999999
P018060,O018060,Wallet,Successful,623.3100000000001
P018061,O018061,Debit Card,Successful,274.39
P018062,O018062,Wallet,Successful,1708.6
P018063,O018063,Debit Card,Successful,1479.52
P018064,O018064,Debit Card,Successful,1154.57
P018065,O018065,Credit Card,Successful,1634.04
P018066,O018066,Cash,Successful,1568.26
P018067,O018067,Wallet,Successful,559.8599999999999
P018068,O018068,UPI,Successful,1467.42
P018069,O018069,Cash,Successful,1464.26
P018070,O018070,UPI,Successful,1054.2800000000002
P018071,O018071,Credit Card,Successful,378.3
P018072,O018072,Credit Card,Successful,1842.6200000000001
P018073,O018073,Cash,Successful,520.32
P018074,O018074,Credit Card,Successful,1099.1299999999999
P018075,O018075,UPI,Failed,114.72
P018076,O018076,Wallet,Successful,779.05
P018077,O018077,Wallet,Successful,1030.07
P018078,O018078,Wallet,Failed,663.6800000000001
P018079,O018079,Cash,Successful,895.75
P018080,O018080,UPI,Successful,446.24
P018081,O018081,Wallet,Successful,724.68
P018082,O018082,Cash,Successful,1315.45
P018083,O018083,Debit Card,Failed,1616.0500000000002
P018084,O018084,UPI,Successful,808.1300000000001
P018085,O018085,Cash,Failed,1010.9200000000001
P018086,O018086,Cash,Successful,1775.77
P018087,O018087,Debit Card,Successful,1520.55
P018088,O018088,Cash,Failed,100.02
P018089,O018089,Wallet,Failed,1840.02
P018090,O018090,UPI,Successful,1659.7
P018091,O018091,UPI,Successful,512.85
P018092,O018092,UPI,Refunded,321.54999999999995
P018093,O018093,Debit Card,Successful,1702.43
P018094,O018094,Cash,Successful,1255.34
P018095,O018095,Debit Card,Successful,477.16999999999996
P018096,O018096,Wallet,Successful,1039.7800000000002
P018097,O018097,Debit Card,Failed,966.69
P018098,O018098,UPI,Successful,619.0
P018099,O018099,Wallet,Successful,1063.61
P018100,O018100,Credit Card,Successful,930.42
P018101,O018101,Wallet,Successful,946.31
P018102,O018102,Wallet,Successful,882.6
P018103,O018103,Credit Card,Successful,84.6
P018104,O018104,UPI,Successful,604.22
P018105,O018105,Wallet,Successful,898.12
P018106,O018106,Credit Card,Successful,328.03999999999996
P018107,O018107,Cash,Successful,1226.0
P018108,O018108,Cash,Successful,1208.03
P018109,O018109,Cash,Failed,1429.21
P018110,O018110,Wallet,Successful,929.6899999999999
P018111,O018111,Cash,Successful,1153.85
P018112,O018112,Credit Card,Failed,199.91000000000003
P018113,O018113,Credit Card,Successful,370.28000000000003
P018114,O018114,UPI,Successful,148.89000000000001
P018115,O018115,Debit Card,Successful,1535.1799999999998
P018116,O018116,Credit Card,Successful,932.1600000000001
P018117,O018117,Debit Card,Successful,326.54999999999995
P018118,O018118,Cash,Successful,1056.34
P018119,O018119,Debit Card,Successful,1028.29
P018120,O018120,UPI,Successful,740.2
P018121,O018121,Wallet,Successful,1317.26
P018122,O018122,Cash,Successful,1116.9199999999998
P018123,O018123,Cash,Successful,1377.78
P018124,O018124,Credit Card,Successful,221.95999999999998
P018125,O018125,Debit Card,Successful,254.02000000000004
P018126,O018126,UPI,Successful,1287.19
P018127,O018127,UPI,Refunded,373.11
P018128,O018128,Credit Card,Successful,680.8599999999999
P018129,O018129,UPI,Successful,948.7800000000001
P018130,O018130,Cash,Successful,591.72
P018131,O018131,Wallet,Successful,195.25
P018132,O018132,Cash,Successful,1092.73
P018133,O018133,UPI,Successful,1484.96
P018134,O018134,UPI,Successful,364.59999999999997
P018135,O018135,Credit Card,Successful,1341.1
P018136,O018136,Credit Card,Failed,1589.86
P018137,O018137,Credit Card,Successful,945.1199999999999
P018138,O018138,Wallet,Successful,878.8999999999999
P018139,O018139,Credit Card,Successful,998.46
P018140,O018140,Credit Card,Successful,1034.69
P018141,O018141,Debit Card,Successful,1638.79
P018142,O018142,UPI,Successful,752.65
P018143,O018143,Debit Card,Successful,1121.15
P018144,O018144,Debit Card,Successful,119.13
P018145,O018145,Debit Card,Successful,380.13
P018146,O018146,Debit Card,Successful,1311.5
P018147,O018147,Cash,Successful,250.43
P018148,O018148,Credit Card,Failed,1437.41
P018149,O018149,Wallet,Successful,1227.5
P018150,O018150,UPI,Successful,1800.75
P018151,O018151,Credit Card,Successful,1323.18
P018152,O018152,Cash,Successful,1644.77
P018153,O018153,Wallet,Successful,823.77
P018154,O018154,Debit Card,Refunded,1634.5
P018155,O018155,Debit Card,Successful,821.77
P018156,O018156,UPI,Successful,160.64000000000001
P018157,O018157,Cash,Successful,966.4599999999999
P018158,O018158,UPI,Successful,1084.03
P018159,O018159,UPI,Successful,229.64
P018160,O018160,UPI,Successful,1276.29
P018161,O018161,Credit Card,Successful,191.36
P018162,O018162,Wallet,Successful,748.96
P018163,O018163,Debit Card,Successful,719.8799999999999
P018164,O018164,Credit Card,Successful,132.34
P018165,O018165,Debit Card,Successful,161.19
P018166,O018166,Credit Card,Successful,830.79
P018167,O018167,Wallet,Successful,484.36
P018168,O018168,Credit Card,Failed,1346.02
P018169,O018169,Wallet,Successful,645.7
P018170,O018170,Credit Card,Successful,292.3
P018171,O018171,Wallet,Successful,326.71000000000004
P018172,O018172,Debit Card,Successful,968.6999999999999
P018173,O018173,Debit Card,Successful,1867.08
P018174,O018174,Debit Card,Successful,1254.4
P018175,O018175,Wallet,Successful,330.89000000000004
P018176,O018176,Cash,Successful,91.91999999999999
P018177,O018177,UPI,Successful,137.20999999999998
P018178,O018178,Wallet,Successful,879.4000000000001
P018179,O018179,Wallet,Failed,1014.7
P018180,O018180,Debit Card,Successful,114.66
P018181,O018181,Debit Card,Successful,170.79
P018182,O018182,Credit Card,Successful,1863.21
P018183,O018183,Wallet,Successful,1492.14
P018184,O018184,Credit Card,Successful,271.7
P018185,O018185,Cash,Successful,289.38
P018186,O018186,UPI,Successful,1492.97
P018187,O018187,Credit Card,Failed,818.9200000000001
P018188,O018188,Debit Card,Successful,1877.22
P018189,O018189,Debit Card,Failed,1074.6100000000001
P018190,O018190,Credit Card,Successful,987.9100000000001
P018191,O018191,Debit Card,Successful,365.06
P018192,O018192,Cash,Failed,1622.25
P018193,O018193,UPI,Successful,1666.64
P018194,O018194,UPI,Successful,665.3000000000001
P018195,O018195,Wallet,Successful,983.36
P018196,O018196,Cash,Successful,568.53
P018197,O018197,Credit Card,Successful,751.55
P018198,O018198,Debit Card,Successful,1679.95
P018199,O018199,Debit Card,Successful,683.65
P018200,O018200,Debit Card,Successful,1655.5
P018201,O018201,Debit Card,Failed,1354.38
P018202,O018202,Wallet,Successful,792.01
P018203,O018203,Credit Card,Successful,1399.6299999999999
P018204,O018204,Credit Card,Successful,579.08
P018205,O018205,Cash,Successful,97.83
P018206,O018206,Cash,Successful,212.78999999999996
P018207,O018207,Cash,Successful,1493.32
P018208,O018208,Cash,Successful,246.35000000000002
P018209,O018209,Wallet,Successful,1862.3300000000002
P018210,O018210,Credit Card,Successful,1449.0
P018211,O018211,Credit Card,Successful,930.3000000000001
P018212,O018212,Cash,Successful,881.4599999999998
P018213,O018213,Credit Card,Successful,1007.96
P018214,O018214,Cash,Successful,1198.85
P018215,O018215,Credit Card,Successful,975.88
P018216,O018216,Debit Card,Failed,586.22
P018217,O018217,Cash,Successful,1828.57
P018218,O018218,Cash,Refunded,145.04999999999998
P018219,O018219,Credit Card,Successful,766.9699999999999
P018220,O018220,Wallet,Successful,1035.33
P018221,O018221,UPI,Successful,1650.67
P018222,O018222,UPI,Successful,222.95
P018223,O018223,Debit Card,Successful,1315.64
P018224,O018224,Cash,Successful,814.49
P018225,O018225,Wallet,Successful,1250.1399999999999
P018226,O018226,Credit Card,Successful,683.7299999999999
P018227,O018227,UPI,Failed,1310.6599999999999
P018228,O018228,Debit Card,Successful,320.09000000000003
P018229,O018229,Wallet,Successful,1556.77
P018230,O018230,Debit Card,Successful,1217.92
P018231,O018231,UPI,Successful,1613.48
P018232,O018232,Debit Card,Successful,352.19
P018233,O018233,UPI,Successful,1298.87
P018234,O018234,Credit Card,Successful,610.03
P018235,O018235,Debit Card,Successful,490.76
P018236,O018236,Credit Card,Successful,737.93
P018237,O018237,UPI,Successful,569.42
P018238,O018238,UPI,Successful,524.2900000000001
P018239,O018239,Cash,Refunded,1349.1100000000001
P018240,O018240,Credit Card,Successful,1182.24
P018241,O018241,Wallet,Successful,273.2
P018242,O018242,Wallet,Refunded,849.6199999999999
P018243,O018243,Wallet,Successful,511.12
P018244,O018244,UPI,Successful,1825.8700000000001
P018245,O018245,UPI,Successful,732.1600000000001
P018246,O018246,Cash,Successful,166.14000000000001
P018247,O018247,Credit Card,Successful,611.73
P018248,O018248,Debit Card,Successful,612.24
P018249,O018249,Debit Card,Successful,102.55999999999999
P018250,O018250,Credit Card,Successful,921.42
P018251,O018251,UPI,Successful,1753.63
P018252,O018252,Wallet,Successful,1585.66
P018253,O018253,Debit Card,Successful,1211.6699999999998
P018254,O018254,Wallet,Successful,568.62
P018255,O018255,Debit Card,Successful,429.95000000000005
P018256,O018256,Credit Card,Successful,616.85
P018257,O018257,Credit Card,Successful,291.7
P018258,O018258,UPI,Failed,248.39999999999998
P018259,O018259,Cash,Successful,1183.9299999999998
P018260,O018260,Credit Card,Successful,1182.1799999999998
P018261,O018261,Credit Card,Successful,261.9
P018262,O018262,UPI,Successful,534.71
P018263,O018263,Debit Card,Successful,261.63
P018264,O018264,UPI,Failed,573.65
P018265,O018265,Cash,Successful,1453.45
P018266,O018266,UPI,Successful,150.11
P018267,O018267,Cash,Failed,1075.08
P018268,O018268,Wallet,Successful,151.49
P018269,O018269,Cash,Successful,690.75
P018270,O018270,UPI,Successful,883.2800000000001
P018271,O018271,UPI,Successful,738.05
P018272,O018272,Debit Card,Successful,1126.78
P018273,O018273,Credit Card,Successful,1798.13
P018274,O018274,Credit Card,Successful,453.36
P018275,O018275,Wallet,Failed,996.97
P018276,O018276,Debit Card,Successful,635.63
P018277,O018277,Debit Card,Successful,1739.19
P018278,O018278,Wallet,Successful,1770.17
P018279,O018279,Cash,Successful,224.21000000000004
P018280,O018280,Debit Card,Successful,1811.33
P018281,O018281,Wallet,Successful,1498.75
P018282,O018282,UPI,Successful,1945.76
P018283,O018283,Debit Card,Successful,1239.01
P018284,O018284,Wallet,Refunded,305.90000000000003
P018285,O018285,Wallet,Successful,1431.4
P018286,O018286,Debit Card,Successful,1374.9299999999998
P018287,O018287,Credit Card,Failed,354.97
P018288,O018288,Credit Card,Successful,1115.15
P018289,O018289,Wallet,Refunded,1270.62
P018290,O018290,Credit Card,Successful,1598.24
P018291,O018291,Cash,Failed,959.6699999999998
P018292,O018292,Debit Card,Successful,757.61
P018293,O018293,Cash,Successful,1896.93
P018294,O018294,Cash,Successful,984.0900000000001
P018295,O018295,Credit Card,Successful,561.27
P018296,O018296,Wallet,Successful,138.69
P018297,O018297,Wallet,Successful,1484.02
P018298,O018298,Wallet,Successful,318.56
P018299,O018299,UPI,Successful,1731.89
P018300,O018300,Credit Card,Successful,1639.95
P018301,O018301,Credit Card,Successful,543.71
P018302,O018302,Debit Card,Successful,298.39
P018303,O018303,Debit Card,Successful,1080.6999999999998
P018304,O018304,Cash,Successful,409.96999999999997
P018305,O018305,Credit Card,Successful,821.29
P018306,O018306,Wallet,Refunded,666.16
P018307,O018307,UPI,Successful,1578.8899999999999
P018308,O018308,Wallet,Successful,1419.6599999999999
P018309,O018309,UPI,Successful,890.39
P018310,O018310,UPI,Successful,1248.68
P018311,O018311,Debit Card,Successful,732.68
P018312,O018312,UPI,Failed,1250.48
P018313,O018313,Debit Card,Successful,142.33
P018314,O018314,Cash,Successful,876.96
P018315,O018315,UPI,Successful,433.88
P018316,O018316,Wallet,Successful,435.55
P018317,O018317,Credit Card,Successful,884.96
P018318,O018318,Debit Card,Successful,585.74
P018319,O018319,Credit Card,Successful,824.09
P018320,O018320,Debit Card,Successful,547.96
P018321,O018321,Cash,Successful,922.4
P018322,O018322,Credit Card,Successful,450.59000000000003
P018323,O018323,Wallet,Successful,1587.33
P018324,O018324,Wallet,Successful,1066.6599999999999
P018325,O018325,Wallet,Successful,322.06000000000006
P018326,O018326,Cash,Successful,98.10999999999999
P018327,O018327,Cash,Successful,129.38
P018328,O018328,Cash,Successful,691.72
P018329,O018329,Cash,Successful,493.96000000000004
P018330,O018330,Cash,Successful,513.14
P018331,O018331,Credit Card,Successful,1186.09
P018332,O018332,Debit Card,Successful,1592.36
P018333,O018333,Wallet,Successful,206.85
P018334,O018334,Credit Card,Successful,280.09999999999997
P018335,O018335,Credit Card,Successful,755.47
P018336,O018336,Cash,Successful,746.0400000000001
P018337,O018337,Credit Card,Successful,845.08
P018338,O018338,Cash,Successful,1152.21
P018339,O018339,Cash,Successful,235.89
P018340,O018340,Credit Card,Successful,766.05
P018341,O018341,Cash,Successful,1507.9099999999999
P018342,O018342,Cash,Successful,1538.3799999999999
P018343,O018343,Wallet,Successful,1163.07
P018344,O018344,Credit Card,Successful,263.15
P018345,O018345,UPI,Successful,1199.1
P018346,O018346,Credit Card,Successful,1228.98
P018347,O018347,Cash,Successful,392.16999999999996
P018348,O018348,Debit Card,Successful,1047.8600000000001
P018349,O018349,Debit Card,Successful,1820.69
P018350,O018350,Cash,Successful,1153.37
P018351,O018351,Wallet,Successful,849.87
P018352,O018352,Wallet,Successful,778.47
P018353,O018353,UPI,Successful,176.89
P018354,O018354,Credit Card,Successful,1040.07
P018355,O018355,Credit Card,Successful,1500.2099999999998
P018356,O018356,UPI,Successful,1834.94
P018357,O018357,Wallet,Successful,752.49
P018358,O018358,Debit Card,Successful,791.3100000000001
P018359,O018359,Debit Card,Successful,194.25
P018360,O018360,Cash,Successful,1559.6
P018361,O018361,UPI,Successful,1311.8500000000001
P018362,O018362,Debit Card,Successful,766.3599999999999
P018363,O018363,Wallet,Successful,1281.35
P018364,O018364,Credit Card,Refunded,1027.65
P018365,O018365,Wallet,Successful,1350.9299999999998
P018366,O018366,UPI,Successful,674.32
P018367,O018367,Cash,Successful,962.72
P018368,O018368,Wallet,Successful,1017.8000000000001
P018369,O018369,Wallet,Successful,254.57
P018370,O018370,UPI,Successful,456.00999999999993
P018371,O018371,UPI,Successful,1218.4500000000003
P018372,O018372,Cash,Successful,373.15999999999997
P018373,O018373,Credit Card,Successful,727.43
P018374,O018374,Debit Card,Successful,517.0300000000001
P018375,O018375,Credit Card,Successful,313.33000000000004
P018376,O018376,Wallet,Successful,274.3
P018377,O018377,Debit Card,Successful,554.7
P018378,O018378,Wallet,Successful,1360.53
P018379,O018379,UPI,Successful,1746.65
P018380,O018380,Debit Card,Successful,981.89
P018381,O018381,Credit Card,Successful,1261.64
P018382,O018382,UPI,Successful,1183.78
P018383,O018383,Debit Card,Successful,1145.38
P018384,O018384,UPI,Refunded,1207.29
P018385,O018385,Credit Card,Successful,1565.6200000000001
P018386,O018386,Wallet,Successful,1039.21
P018387,O018387,Wallet,Failed,999.3399999999999
P018388,O018388,UPI,Successful,805.66
P018389,O018389,UPI,Successful,755.79
P018390,O018390,Cash,Successful,603.78
P018391,O018391,Wallet,Successful,697.9
P018392,O018392,Debit Card,Successful,1277.41
P018393,O018393,Credit Card,Successful,1367.1100000000001
P018394,O018394,Wallet,Successful,567.5999999999999
P018395,O018395,Debit Card,Successful,379.76
P018396,O018396,UPI,Successful,226.08
P018397,O018397,Wallet,Successful,1452.64
P018398,O018398,Credit Card,Successful,1729.6399999999999
P018399,O018399,UPI,Successful,759.6899999999999
P018400,O018400,Credit Card,Successful,945.3799999999999
P018401,O018401,Credit Card,Failed,1186.3300000000002
P018402,O018402,Cash,Failed,647.84
P018403,O018403,Wallet,Successful,443.44
P018404,O018404,UPI,Successful,273.92999999999995
P018405,O018405,Wallet,Successful,529.72
P018406,O018406,Credit Card,Successful,1292.5100000000002
P018407,O018407,Credit Card,Failed,655.63
P018408,O018408,Debit Card,Successful,1457.0700000000002
P018409,O018409,UPI,Successful,240.85999999999999
P018410,O018410,Credit Card,Successful,874.64
P018411,O018411,Cash,Successful,471.48
P018412,O018412,UPI,Failed,1423.55
P018413,O018413,Credit Card,Successful,1474.8
P018414,O018414,Wallet,Successful,1969.71
P018415,O018415,Wallet,Successful,264.32
P018416,O018416,Credit Card,Successful,1552.7
P018417,O018417,Wallet,Successful,316.40999999999997
P018418,O018418,Wallet,Successful,365.20000000000005
P018419,O018419,Credit Card,Failed,160.67000000000002
P018420,O018420,Credit Card,Successful,801.1
P018421,O018421,Wallet,Successful,331.12
P018422,O018422,Credit Card,Successful,614.39
P018423,O018423,Cash,Successful,533.91
P018424,O018424,Debit Card,Successful,1750.52
P018425,O018425,Credit Card,Successful,1105.88
P018426,O018426,Debit Card,Successful,649.31
P018427,O018427,Wallet,Successful,1480.37
P018428,O018428,Credit Card,Successful,210.94
P018429,O018429,UPI,Successful,612.09
P018430,O018430,Cash,Successful,931.05
P018431,O018431,UPI,Successful,145.26000000000002
P018432,O018432,Wallet,Successful,310.0
P018433,O018433,UPI,Successful,1781.57
P018434,O018434,UPI,Successful,425.31
P018435,O018435,UPI,Successful,1555.48
P018436,O018436,Debit Card,Successful,215.12999999999997
P018437,O018437,Debit Card,Successful,1736.34
P018438,O018438,UPI,Failed,798.8599999999999
P018439,O018439,Wallet,Successful,1027.72
P018440,O018440,Cash,Successful,565.94
P018441,O018441,Wallet,Successful,604.1
P018442,O018442,UPI,Successful,761.91
P018443,O018443,Wallet,Successful,598.3499999999999
P018444,O018444,Wallet,Successful,179.21
P018445,O018445,Cash,Successful,733.17
P018446,O018446,Debit Card,Successful,483.6600000000001
P018447,O018447,Debit Card,Successful,1704.4099999999999
P018448,O018448,UPI,Successful,1602.94
P018449,O018449,Cash,Failed,281.51
P018450,O018450,UPI,Failed,1359.1100000000001
P018451,O018451,Wallet,Successful,899.98
P018452,O018452,Cash,Successful,1465.45
P018453,O018453,Wallet,Successful,498.55000000000007
P018454,O018454,Debit Card,Successful,218.45000000000002
P018455,O018455,UPI,Successful,1572.72
P018456,O018456,Wallet,Successful,1261.45
P018457,O018457,Wallet,Successful,1606.76
P018458,O018458,Debit Card,Successful,524.2099999999999
P018459,O018459,Wallet,Successful,135.61999999999998
P018460,O018460,Debit Card,Successful,353.99
P018461,O018461,Debit Card,Successful,1764.46
P018462,O018462,Wallet,Successful,689.4
P018463,O018463,Credit Card,Successful,1241.7200000000003
P018464,O018464,UPI,Successful,1441.7199999999998
P018465,O018465,UPI,Successful,601.35
P018466,O018466,Cash,Successful,1360.31
P018467,O018467,Wallet,Successful,335.4
P018468,O018468,Wallet,Failed,699.98
P018469,O018469,Credit Card,Refunded,1427.08
P018470,O018470,Cash,Successful,472.51
P018471,O018471,Debit Card,Successful,647.03
P018472,O018472,Debit Card,Successful,1061.25
P018473,O018473,Debit Card,Successful,1118.69
P018474,O018474,Wallet,Failed,609.83
P018475,O018475,Cash,Successful,705.65
P018476,O018476,Wallet,Successful,273.64
P018477,O018477,UPI,Successful,1865.08
P018478,O018478,UPI,Successful,1247.73
P018479,O018479,Debit Card,Successful,913.1199999999999
P018480,O018480,Wallet,Successful,449.2
P018481,O018481,Wallet,Successful,880.34
P018482,O018482,Debit Card,Refunded,693.1800000000001
P018483,O018483,Debit Card,Successful,472.83
P018484,O018484,Debit Card,Successful,726.4599999999999
P018485,O018485,UPI,Successful,460.44
P018486,O018486,Debit Card,Successful,1448.75
P018487,O018487,Debit Card,Successful,1752.54
P018488,O018488,UPI,Successful,80.74000000000001
P018489,O018489,Cash,Successful,1002.8500000000001
P018490,O018490,Debit Card,Refunded,1395.7
P018491,O018491,Debit Card,Successful,1297.43
P018492,O018492,Wallet,Successful,666.96
P018493,O018493,Wallet,Successful,1621.75
P018494,O018494,Wallet,Refunded,1179.42
P018495,O018495,Credit Card,Successful,1053.91
P018496,O018496,Credit Card,Successful,482.40000000000003
P018497,O018497,Debit Card,Successful,1039.1699999999998
P018498,O018498,UPI,Successful,427.11999999999995
P018499,O018499,UPI,Failed,571.9499999999999
P018500,O018500,Wallet,Refunded,901.56
P018501,O018501,Cash,Successful,964.4200000000001
P018502,O018502,Debit Card,Successful,445.92
P018503,O018503,Wallet,Successful,1346.99
P018504,O018504,Credit Card,Successful,1549.95
P018505,O018505,Cash,Successful,514.47
P018506,O018506,Wallet,Successful,1000.7
P018507,O018507,Credit Card,Successful,764.33
P018508,O018508,Debit Card,Successful,548.18
P018509,O018509,UPI,Successful,684.0
P018510,O018510,Debit Card,Successful,1466.0700000000002
P018511,O018511,Cash,Successful,735.59
P018512,O018512,Debit Card,Successful,778.3699999999999
P018513,O018513,Debit Card,Failed,894.06
P018514,O018514,UPI,Successful,1088.5900000000001
P018515,O018515,Debit Card,Successful,639.77
P018516,O018516,UPI,Failed,767.2
P018517,O018517,Debit Card,Successful,355.78999999999996
P018518,O018518,Wallet,Successful,1150.18
P018519,O018519,Credit Card,Successful,286.09999999999997
P018520,O018520,Wallet,Successful,1475.67
P018521,O018521,Debit Card,Successful,1589.67
P018522,O018522,UPI,Successful,128.3
P018523,O018523,Wallet,Successful,1419.7199999999998
P018524,O018524,Cash,Successful,981.8
P018525,O018525,Cash,Successful,252.8
P018526,O018526,Cash,Successful,1549.59
P018527,O018527,Credit Card,Successful,1175.46
P018528,O018528,Debit Card,Successful,627.9300000000001
P018529,O018529,Credit Card,Successful,1293.3500000000001
P018530,O018530,Credit Card,Failed,173.26000000000002
P018531,O018531,UPI,Successful,1094.81
P018532,O018532,Credit Card,Successful,294.52
P018533,O018533,Wallet,Failed,1013.9
P018534,O018534,UPI,Successful,211.60000000000002
P018535,O018535,UPI,Failed,1013.5200000000001
P018536,O018536,UPI,Successful,836.9300000000001
P018537,O018537,Cash,Successful,95.52000000000001
P018538,O018538,Wallet,Failed,185.87
P018539,O018539,Cash,Refunded,1330.58
P018540,O018540,Credit Card,Successful,839.1800000000001
P018541,O018541,Debit Card,Successful,1158.6799999999998
P018542,O018542,UPI,Successful,759.8900000000001
P018543,O018543,Cash,Failed,758.19
P018544,O018544,UPI,Successful,1651.85
P018545,O018545,Credit Card,Successful,1613.95
P018546,O018546,UPI,Successful,1660.36
P018547,O018547,Credit Card,Successful,1445.7
P018548,O018548,Cash,Successful,243.94
P018549,O018549,UPI,Successful,193.39
P018550,O018550,Credit Card,Successful,153.17000000000002
P018551,O018551,Wallet,Successful,1640.8000000000002
P018552,O018552,Debit Card,Successful,1002.2900000000001
P018553,O018553,Wallet,Successful,238.2
P018554,O018554,Debit Card,Successful,1128.5500000000002
P018555,O018555,Credit Card,Failed,1204.4099999999999
P018556,O018556,Wallet,Successful,250.86999999999998
P018557,O018557,Wallet,Successful,658.49
P018558,O018558,Wallet,Successful,347.57
P018559,O018559,Cash,Successful,1950.12
P018560,O018560,Wallet,Successful,666.09
P018561,O018561,Credit Card,Refunded,1067.72
P018562,O018562,UPI,Successful,1543.09
P018563,O018563,Wallet,Successful,1605.22
P018564,O018564,UPI,Successful,721.8399999999999
P018565,O018565,UPI,Failed,607.24
P018566,O018566,Debit Card,Successful,1259.9299999999998
P018567,O018567,Debit Card,Successful,378.63
P018568,O018568,UPI,Successful,1259.66
P018569,O018569,Debit Card,Successful,1547.4
P018570,O018570,Credit Card,Successful,1707.32
P018571,O018571,Cash,Successful,100.36
P018572,O018572,Cash,Successful,863.14
P018573,O018573,Credit Card,Successful,637.8499999999999
P018574,O018574,Debit Card,Successful,1449.5
P018575,O018575,Credit Card,Successful,974.76
P018576,O018576,Cash,Successful,715.0
P018577,O018577,Debit Card,Successful,542.76
P018578,O018578,Debit Card,Successful,1315.52
P018579,O018579,Credit Card,Successful,612.41
P018580,O018580,Cash,Successful,1322.78
P018581,O018581,UPI,Successful,1344.57
P018582,O018582,Wallet,Successful,194.49
P018583,O018583,Wallet,Successful,855.2
P018584,O018584,Debit Card,Successful,865.48
P018585,O018585,Debit Card,Successful,818.54
P018586,O018586,UPI,Successful,737.24
P018587,O018587,Credit Card,Successful,1067.1399999999999
P018588,O018588,Wallet,Successful,300.18
P018589,O018589,Cash,Successful,1298.54
P018590,O018590,Cash,Successful,1134.29
P018591,O018591,Debit Card,Successful,676.71
